time_in_ms;speedA;speedB;GPIO1;GPIO2;GPIO3;GPIO4
1754675027336;0;50;1;0;0;1
1754675027586;21;50;0;0;0;0
1754675027836;50;50;0;0;0;0
1754675028086;37;50;1;0;0;1
1754675028336;18;50;1;0;0;1
1754675028586;0;50;1;0;0;1
1754675028836;4;50;1;0;0;1
1754675029086;9;50;1;0;0;1
1754675029336;13;50;1;0;0;1
1754675029586;17;50;1;0;0;1
1754675029836;21;50;1;0;0;1
1754675030086;26;50;1;0;0;1
1754675030336;30;50;1;0;0;1
1754675030586;34;50;1;0;0;1
1754675030836;38;50;1;0;0;1
1754675031086;43;50;1;0;0;1
1754675031336;47;50;1;0;0;1
1754675031586;50;50;1;0;0;1
1754675031836;50;50;1;0;0;1
1754675032086;43;50;0;0;0;0
1754675032336;25;50;0;0;0;0
1754675032586;8;50;0;0;0;0
1754675032836;0;50;0;0;0;0
1754675033086;28;50;1;0;0;1
1754675033336;1;50;1;0;0;1
1754675033586;7;50;1;0;0;1
1754675033836;12;50;1;0;0;1
1754675034086;18;50;1;0;0;1
1754675034336;23;50;1;0;0;1
1754675034586;29;50;1;0;0;1
1754675034836;34;50;1;0;0;1
1754675035086;40;50;1;0;0;1
1754675035336;46;50;1;0;0;1
1754675035586;50;50;1;0;0;1
1754675035836;50;50;0;0;0;0
1754675036086;2;50;1;0;0;1
1754675036336;30;50;1;0;0;1
1754675036586;41;50;1;0;0;1
1754675036836;12;50;1;0;0;1
1754675037086;0;50;1;0;0;1
1754675037336;0;50;1;0;0;1
1754675037586;0;50;1;0;0;1
1754675037836;50;50;0;0;0;0
1754675038086;50;50;0;0;0;0
1754675038336;38;50;0;0;0;0
1754675038586;0;50;0;0;0;0
1754675038836;17;50;1;0;0;1
1754675039086;34;50;1;0;0;1
1754675039336;48;50;1;0;0;1
1754675039586;24;50;1;0;0;1
1754675039836;1;50;1;0;0;1
1754675040086;0;50;1;0;0;1
1754675040336;0;50;1;0;0;1
1754675040586;0;50;1;0;0;1
1754675040836;0;50;1;0;0;1
1754675041086;50;50;0;0;0;0
1754675041336;50;50;0;1;1;0
1754675041586;0;50;0;0;0;0
1754675041836;0;50;1;0;0;1
1754675042086;0;50;1;0;0;1
1754675042336;0;50;1;0;0;1
1754675042586;0;50;1;0;0;1
1754675042836;0;50;1;0;0;1
1754675043086;50;50;0;0;0;0
1754675043336;3;50;1;0;0;1
1754675043586;0;50;1;0;0;1
1754675043836;0;50;1;0;0;1
1754675044086;1;50;0;0;0;0
1754675044336;50;50;0;0;0;0
1754675044586;42;50;0;0;0;0
1754675044836;1;50;1;0;0;1
1754675045086;23;50;1;0;0;1
1754675045336;45;50;1;0;0;1
1754675045586;35;50;1;0;0;1
1754675045836;15;50;1;0;0;1
1754675046086;6;50;1;0;0;1
1754675046336;26;50;1;0;0;1
1754675046586;47;50;1;0;0;1
1754675046836;13;50;1;0;0;1
1754675047086;6;50;1;0;0;1
1754675047336;14;50;1;0;0;1
1754675047586;22;50;1;0;0;1
1754675047836;30;50;1;0;0;1
1754675048086;39;50;1;0;0;1
1754675048336;47;50;1;0;0;1
1754675048586;28;50;1;0;0;1
1754675048836;3;50;1;0;0;1
1754675049086;17;50;1;0;0;1
1754675049336;30;50;1;0;0;1
1754675049586;44;50;1;0;0;1
1754675049836;50;50;1;0;0;1
1754675050086;50;50;0;1;1;0
1754675050336;50;50;0;0;0;0
1754675050586;50;50;0;1;1;0
1754675050836;0;50;0;0;0;0
1754675051086;0;50;1;0;0;1
1754675051336;0;50;1;0;0;1
1754675051586;0;50;1;0;0;1
1754675051836;0;50;1;0;0;1
1754675052086;0;50;1;0;0;1
1754675052336;50;50;0;0;0;0
1754675052586;43;50;1;0;0;1
1754675052836;27;50;1;0;0;1
1754675053086;11;50;1;0;0;1
1754675053336;9;50;1;0;0;1
1754675053586;41;50;1;0;0;1
1754675053836;18;50;1;0;0;1
1754675054086;12;50;1;0;0;1
1754675054336;32;50;1;0;0;1
1754675054586;50;50;1;0;0;1
1754675054836;50;50;0;0;0;0
1754675055086;50;50;0;1;1;0
1754675055336;0;50;0;0;0;0
1754675055586;3;50;1;0;0;1
1754675055836;15;50;1;0;0;1
1754675056086;28;50;1;0;0;1
1754675056336;40;50;1;0;0;1
1754675056586;50;50;1;0;0;1
1754675056836;50;50;1;0;0;1
1754675057086;50;50;1;0;0;1
1754675057336;25;50;0;0;0;0
1754675057586;0;50;0;0;0;0
1754675057836;1;50;1;0;0;1
1754675058086;9;50;1;0;0;1
1754675058336;18;50;1;0;0;1
1754675058586;26;50;1;0;0;1
1754675058836;34;50;1;0;0;1
1754675059086;42;50;1;0;0;1
1754675059336;47;50;1;0;0;1
1754675059586;8;50;1;0;0;1
1754675059836;9;50;1;0;0;1
1754675060086;19;50;1;0;0;1
1754675060336;30;50;1;0;0;1
1754675060586;41;50;1;0;0;1
1754675060836;44;50;1;0;0;1
1754675061086;4;50;1;0;0;1
1754675061336;6;50;1;0;0;1
1754675061586;12;50;1;0;0;1
1754675061836;19;50;1;0;0;1
1754675062086;25;50;1;0;0;1
1754675062336;31;50;1;0;0;1
1754675062586;38;50;1;0;0;1
1754675062836;44;50;1;0;0;1
1754675063086;46;50;1;0;0;1
1754675063336;14;50;1;0;0;1
1754675063586;3;50;1;0;0;1
1754675063836;7;50;1;0;0;1
1754675064086;12;50;1;0;0;1
1754675064336;16;50;1;0;0;1
1754675064586;21;50;1;0;0;1
1754675064836;25;50;1;0;0;1
1754675065086;30;50;1;0;0;1
1754675065336;35;50;1;0;0;1
1754675065586;39;50;1;0;0;1
1754675065836;44;50;1;0;0;1
1754675066086;48;50;1;0;0;1
1754675066336;39;50;1;0;0;1
1754675066586;20;50;1;0;0;1
1754675066836;1;50;1;0;0;1
1754675067086;6;50;1;0;0;1
1754675067336;13;50;1;0;0;1
1754675067586;20;50;1;0;0;1
1754675067836;27;50;1;0;0;1
1754675068086;34;50;1;0;0;1
1754675068336;40;50;1;0;0;1
1754675068586;47;50;1;0;0;1
1754675068836;27;50;1;0;0;1
1754675069086;4;50;1;0;0;1
1754675069336;17;50;1;0;0;1
1754675069586;30;50;1;0;0;1
1754675069836;42;50;1;0;0;1
1754675070086;50;50;1;0;0;1
1754675070336;50;50;0;1;1;0
1754675070586;50;50;0;1;1;0
1754675070836;0;50;0;0;0;0
1754675071086;4;50;1;0;0;1
1754675071336;8;50;1;0;0;1
1754675071586;13;50;1;0;0;1
1754675071836;17;50;1;0;0;1
1754675072086;22;50;1;0;0;1
1754675072336;26;50;1;0;0;1
1754675072586;31;50;1;0;0;1
1754675072836;35;50;1;0;0;1
1754675073086;40;50;1;0;0;1
1754675073336;45;50;1;0;0;1
1754675073586;49;50;1;0;0;1
1754675073836;31;50;0;0;0;0
1754675074086;1;50;1;0;0;1
1754675074336;23;50;1;0;0;1
1754675074586;44;50;1;0;0;1
1754675074836;50;31;1;0;0;1
1754675075086;50;5;1;0;0;1
1754675075336;50;33;1;0;0;1
1754675075586;48;50;0;0;0;0
1754675075836;26;50;0;0;0;0
1754675076086;4;50;0;0;0;0
1754675076336;4;50;1;0;0;1
1754675076586;15;50;1;0;0;1
1754675076836;26;50;1;0;0;1
1754675077086;37;50;1;0;0;1
1754675077336;48;50;1;0;0;1
1754675077586;0;50;1;0;0;1
1754675077836;4;50;1;0;0;1
1754675078086;8;50;1;0;0;1
1754675078336;12;50;1;0;0;1
1754675078586;16;50;1;0;0;1
1754675078836;20;50;1;0;0;1
1754675079086;24;50;1;0;0;1
1754675079336;28;50;1;0;0;1
1754675079586;31;50;1;0;0;1
1754675079836;35;50;1;0;0;1
1754675080086;39;50;1;0;0;1
1754675080336;43;50;1;0;0;1
1754675080586;47;50;1;0;0;1
1754675080836;40;50;1;0;0;1
1754675081086;1;50;1;0;0;1
1754675081336;10;50;1;0;0;1
1754675081586;18;50;1;0;0;1
1754675081836;27;50;1;0;0;1
1754675082086;36;50;1;0;0;1
1754675082336;44;50;1;0;0;1
1754675082586;41;50;1;0;0;1
1754675082836;13;50;1;0;0;1
1754675083086;3;50;1;0;0;1
1754675083336;9;50;1;0;0;1
1754675083586;14;50;1;0;0;1
1754675083836;20;50;1;0;0;1
1754675084086;25;50;1;0;0;1
1754675084336;31;50;1;0;0;1
1754675084586;36;50;1;0;0;1
1754675084836;42;50;1;0;0;1
1754675085086;47;50;1;0;0;1
1754675085336;30;50;1;0;0;1
1754675085586;3;50;1;0;0;1
1754675085836;16;50;1;0;0;1
1754675086086;29;50;1;0;0;1
1754675086336;41;50;1;0;0;1
1754675086586;50;50;1;0;0;1
1754675086836;50;50;0;1;1;0
1754675087086;50;50;0;1;1;0
1754675087336;0;50;0;0;0;0
1754675087586;7;50;1;0;0;1
1754675087836;17;50;1;0;0;1
1754675088086;28;50;1;0;0;1
1754675088336;38;50;1;0;0;1
1754675088586;48;50;1;0;0;1
1754675088836;32;50;1;0;0;1
1754675089086;11;50;1;0;0;1
1754675089336;10;50;1;0;0;1
1754675089586;29;50;1;0;0;1
1754675089836;49;50;1;0;0;1
1754675090086;1;50;1;0;0;1
1754675090336;6;50;1;0;0;1
1754675090586;12;50;1;0;0;1
1754675090836;17;50;1;0;0;1
1754675091086;23;50;1;0;0;1
1754675091336;29;50;1;0;0;1
1754675091586;34;50;1;0;0;1
1754675091836;40;50;1;0;0;1
1754675092086;45;50;1;0;0;1
1754675092336;43;50;1;0;0;1
1754675092586;0;50;1;0;0;1
1754675092836;5;50;1;0;0;1
1754675093086;11;50;1;0;0;1
1754675093336;16;50;1;0;0;1
1754675093586;21;50;1;0;0;1
1754675093836;26;50;1;0;0;1
1754675094086;32;50;1;0;0;1
1754675094336;37;50;1;0;0;1
1754675094586;42;50;1;0;0;1
1754675094836;47;50;1;0;0;1
1754675095086;50;50;1;0;0;1
1754675095336;0;50;0;0;0;0
1754675095586;16;50;1;0;0;1
1754675095836;39;50;1;0;0;1
1754675096086;41;50;1;0;0;1
1754675096336;23;50;1;0;0;1
1754675096586;5;50;1;0;0;1
1754675096836;5;50;1;0;0;1
1754675097086;13;50;1;0;0;1
1754675097336;20;50;1;0;0;1
1754675097586;28;50;1;0;0;1
1754675097836;35;50;1;0;0;1
1754675098086;43;50;1;0;0;1
1754675098336;49;50;1;0;0;1
1754675098586;13;50;1;0;0;1
1754675098836;4;50;1;0;0;1
1754675099086;9;50;1;0;0;1
1754675099336;15;50;1;0;0;1
1754675099586;20;50;1;0;0;1
1754675099836;26;50;1;0;0;1
1754675100086;31;50;1;0;0;1
1754675100336;37;50;1;0;0;1
1754675100586;42;50;1;0;0;1
1754675100836;48;50;1;0;0;1
1754675101086;50;50;1;0;0;1
1754675101336;50;50;0;1;1;0
1754675101586;33;50;0;0;0;0
1754675101836;3;50;1;0;0;1
1754675102086;30;50;1;0;0;1
1754675102336;45;50;1;0;0;1
1754675102586;23;50;1;0;0;1
1754675102836;2;50;1;0;0;1
1754675103086;5;50;1;0;0;1
1754675103336;11;50;1;0;0;1
1754675103586;17;50;1;0;0;1
1754675103836;23;50;1;0;0;1
1754675104086;29;50;1;0;0;1
1754675104336;35;50;1;0;0;1
1754675104586;41;50;1;0;0;1
1754675104836;47;50;1;0;0;1
1754675105086;29;50;1;0;0;1
1754675105336;1;50;1;0;0;1
1754675105586;5;50;1;0;0;1
1754675105836;8;50;1;0;0;1
1754675106086;12;50;1;0;0;1
1754675106336;15;50;1;0;0;1
1754675106586;19;50;1;0;0;1
1754675106836;23;50;1;0;0;1
1754675107086;26;50;1;0;0;1
1754675107336;30;50;1;0;0;1
1754675107586;34;50;1;0;0;1
1754675107836;37;50;1;0;0;1
1754675108086;41;50;1;0;0;1
1754675108336;45;50;1;0;0;1
1754675108586;48;50;1;0;0;1
1754675108836;50;50;1;0;0;1
1754675109086;50;50;1;0;0;1
1754675109336;40;50;0;0;0;0
1754675109586;13;50;0;0;0;0
1754675109836;0;50;0;0;0;0
1754675110086;2;50;1;0;0;1
1754675110336;20;50;1;0;0;1
1754675110586;38;50;1;0;0;1
1754675110836;50;50;1;0;0;1
1754675111086;50;50;0;0;0;0
1754675111336;50;50;0;0;0;0
1754675111586;48;50;1;0;0;1
1754675111836;18;50;1;0;0;1
1754675112086;4;50;1;0;0;1
1754675112336;13;50;1;0;0;1
1754675112586;22;50;1;0;0;1
1754675112836;32;50;1;0;0;1
1754675113086;41;50;1;0;0;1
1754675113336;49;50;1;0;0;1
1754675113586;14;50;1;0;0;1
1754675113836;13;50;1;0;0;1
1754675114086;35;50;1;0;0;1
1754675114336;50;50;1;0;0;1
1754675114586;50;50;0;0;0;0
1754675114836;50;50;0;1;1;0
1754675115086;50;50;0;1;1;0
1754675115336;39;50;0;0;0;0
1754675115586;20;50;0;0;0;0
1754675115836;2;50;0;0;0;0
1754675116086;1;50;1;0;0;1
1754675116336;9;50;1;0;0;1
1754675116586;16;50;1;0;0;1
1754675116836;24;50;1;0;0;1
1754675117086;32;50;1;0;0;1
1754675117336;40;50;1;0;0;1
1754675117586;48;50;1;0;0;1
1754675117836;39;50;1;0;0;1
1754675118086;25;50;1;0;0;1
1754675118336;10;50;1;0;0;1
1754675118586;0;50;1;0;0;1
1754675118836;0;50;1;0;0;1
1754675119086;0;50;1;0;0;1
1754675119336;0;50;1;0;0;1
1754675119586;0;50;1;0;0;1
1754675119836;0;50;1;0;0;1
1754675120086;38;50;0;0;0;0
1754675120336;1;50;0;0;0;0
1754675120586;0;50;0;0;0;0
1754675120836;8;50;1;0;0;1
1754675121086;18;50;1;0;0;1
1754675121336;28;50;1;0;0;1
1754675121586;38;50;1;0;0;1
1754675121836;48;50;1;0;0;1
1754675122086;50;50;1;0;0;1
1754675122336;50;50;0;0;0;0
1754675122586;50;50;0;0;0;0
1754675122836;21;50;1;0;0;1
1754675123086;0;50;1;0;0;1
1754675123336;0;50;1;0;0;1
1754675123586;0;50;1;0;0;1
1754675123836;0;50;1;0;0;1
1754675124086;50;50;0;0;0;0
1754675124336;50;50;0;0;0;0
1754675124586;50;50;0;1;1;0
1754675124836;50;50;0;1;1;0
1754675125086;0;50;0;0;0;0
1754675125336;0;50;0;0;0;0
1754675125586;0;50;1;0;0;1
1754675125836;0;50;1;0;0;1
1754675126086;0;50;1;0;0;1
1754675126336;0;50;1;0;0;1
1754675126586;20;50;0;0;0;0
1754675126836;50;50;0;0;0;0
1754675127086;37;50;1;0;0;1
1754675127336;19;50;1;0;0;1
1754675127586;1;50;1;0;0;1
1754675127836;5;50;1;0;0;1
1754675128086;10;50;1;0;0;1
1754675128336;15;50;1;0;0;1
1754675128586;20;50;1;0;0;1
1754675128836;25;50;1;0;0;1
1754675129086;30;50;1;0;0;1
1754675129336;35;50;1;0;0;1
1754675129586;40;50;1;0;0;1
1754675129836;45;50;1;0;0;1
1754675130086;50;50;1;0;0;1
1754675130336;50;50;1;0;0;1
1754675130586;50;50;0;0;0;0
1754675130836;50;50;0;0;0;0
1754675131086;23;50;1;0;0;1
1754675131336;4;50;1;0;0;1
1754675131586;21;50;1;0;0;1
1754675131836;38;50;1;0;0;1
1754675132086;50;50;1;0;0;1
1754675132336;50;50;0;0;0;0
1754675132586;50;50;0;1;1;0
1754675132836;50;50;0;0;0;0
1754675133086;50;50;0;0;0;0
1754675133336;50;50;0;0;0;0
1754675133586;50;50;0;1;1;0
1754675133836;21;50;0;0;0;0
1754675134086;0;50;0;0;0;0
1754675134336;2;50;1;0;0;1
1754675134586;10;50;1;0;0;1
1754675134836;17;50;1;0;0;1
1754675135086;25;50;1;0;0;1
1754675135336;33;50;1;0;0;1
1754675135586;41;50;1;0;0;1
1754675135836;48;50;1;0;0;1
1754675136086;50;50;0;0;0;0
1754675136336;49;50;0;0;0;0
1754675136586;49;50;0;0;0;0
1754675136836;49;50;0;0;0;0
1754675137086;48;50;0;0;0;0
1754675137336;48;50;0;0;0;0
1754675137586;47;50;0;0;0;0
1754675137836;47;50;0;0;0;0
1754675138086;47;50;0;0;0;0
1754675138336;46;50;0;0;0;0
1754675138586;46;50;0;0;0;0
1754675138836;45;50;0;0;0;0
1754675139086;45;50;0;0;0;0
1754675139336;45;50;0;0;0;0
1754675139586;44;50;0;0;0;0
1754675139836;44;50;0;0;0;0
1754675140086;43;50;0;0;0;0
1754675140336;43;50;0;0;0;0
1754675140586;42;50;0;0;0;0
1754675140836;42;50;0;0;0;0
1754675141086;42;50;0;0;0;0
1754675141336;41;50;0;0;0;0
1754675141586;41;50;0;0;0;0
1754675141836;40;50;0;0;0;0
1754675142086;40;50;0;0;0;0
1754675142336;40;50;0;0;0;0
1754675142586;39;50;0;0;0;0
1754675142836;39;50;0;0;0;0
1754675143086;38;50;0;0;0;0
1754675143336;38;50;0;0;0;0
1754675143586;38;50;0;0;0;0
1754675143836;37;50;0;0;0;0
1754675144086;37;50;0;0;0;0
1754675144336;36;50;0;0;0;0
1754675144586;36;50;0;0;0;0
1754675144836;35;50;0;0;0;0
1754675145086;35;50;0;0;0;0
1754675145336;35;50;0;0;0;0
1754675145586;34;50;0;0;0;0
1754675145836;34;50;0;0;0;0
1754675146086;33;50;0;0;0;0
1754675146336;33;50;0;0;0;0
1754675146586;33;50;0;0;0;0
1754675146836;32;50;0;0;0;0
1754675147086;32;50;0;0;0;0
1754675147336;31;50;0;0;0;0
1754675147586;31;50;0;0;0;0
1754675147836;31;50;0;0;0;0
1754675148086;30;50;0;0;0;0
1754675148336;30;50;0;0;0;0
1754675148586;29;50;0;0;0;0
1754675148836;29;50;0;0;0;0
1754675149086;28;50;0;0;0;0
1754675149336;28;50;0;0;0;0
1754675149586;28;50;0;0;0;0
1754675149836;27;50;0;0;0;0
1754675150086;27;50;0;0;0;0
1754675150336;26;50;0;0;0;0
1754675150586;26;50;0;0;0;0
1754675150836;26;50;0;0;0;0
1754675151086;25;50;0;0;0;0
1754675151336;25;50;0;0;0;0
1754675151586;24;50;0;0;0;0
1754675151836;24;50;0;0;0;0
1754675152086;24;50;0;0;0;0
1754675152336;23;50;0;0;0;0
1754675152586;23;50;0;0;0;0
1754675152836;22;50;0;0;0;0
1754675153086;22;50;0;0;0;0
1754675153336;21;50;0;0;0;0
1754675153586;21;50;0;0;0;0
1754675153836;21;50;0;0;0;0
1754675154086;20;50;0;0;0;0
1754675154336;20;50;0;0;0;0
1754675154586;19;50;0;0;0;0
1754675154836;19;50;0;0;0;0
1754675155086;19;50;0;0;0;0
1754675155336;18;50;0;0;0;0
1754675155586;18;50;0;0;0;0
1754675155836;17;50;0;0;0;0
1754675156086;17;50;0;0;0;0
1754675156336;17;50;0;0;0;0
1754675156586;16;50;0;0;0;0
1754675156836;16;50;0;0;0;0
1754675157086;15;50;0;0;0;0
1754675157336;15;50;0;0;0;0
1754675157586;14;50;0;0;0;0
1754675157836;14;50;0;0;0;0
1754675158086;14;50;0;0;0;0
1754675158336;13;50;0;0;0;0
1754675158586;13;50;0;0;0;0
1754675158836;12;50;0;0;0;0
1754675159086;12;50;0;0;0;0
1754675159336;12;50;0;0;0;0
1754675159586;11;50;0;0;0;0
1754675159836;11;50;0;0;0;0
1754675160086;10;50;0;0;0;0
1754675160336;10;50;0;0;0;0
1754675160586;10;50;0;0;0;0
1754675160836;9;50;0;0;0;0
1754675161086;9;50;0;0;0;0
1754675161336;8;50;0;0;0;0
1754675161586;8;50;0;0;0;0
1754675161836;7;50;0;0;0;0
1754675162086;7;50;0;0;0;0
1754675162336;7;50;0;0;0;0
1754675162586;6;50;0;0;0;0
1754675162836;6;50;0;0;0;0
1754675163086;5;50;0;0;0;0
1754675163336;5;50;0;0;0;0
1754675163586;5;50;0;0;0;0
1754675163836;4;50;0;0;0;0
1754675164086;4;50;0;0;0;0
1754675164336;3;50;0;0;0;0
1754675164586;3;50;0;0;0;0
1754675164836;3;50;0;0;0;0
1754675165086;2;50;0;0;0;0
1754675165336;2;50;0;0;0;0
1754675165586;1;50;0;0;0;0
1754675165836;1;50;0;0;0;0
1754675166086;0;50;0;0;0;0
1754675166336;0;50;0;0;0;0
1754675166586;3;50;1;0;0;1
1754675166836;16;50;1;0;0;1
1754675167086;30;50;1;0;0;1
1754675167336;43;50;1;0;0;1
1754675167586;50;50;1;0;0;1
1754675167836;53;53;0;0;0;0
1754675168086;55;55;0;0;0;0
1754675168336;58;58;0;0;0;0
1754675168586;7;60;0;0;0;0
1754675168836;4;60;1;0;0;1
1754675169086;24;60;1;0;0;1
1754675169336;44;60;1;0;0;1
1754675169586;60;60;1;0;0;1
1754675169836;60;60;0;0;0;0
1754675170086;60;60;0;0;0;0
1754675170336;21;60;1;0;0;1
1754675170586;16;60;1;0;0;1
1754675170836;42;60;1;0;0;1
1754675171086;60;60;1;0;0;1
1754675171336;60;60;1;0;0;1
1754675171586;60;60;1;0;0;1
1754675171836;60;60;0;0;0;0
1754675172086;60;60;0;1;1;0
1754675172336;36;60;0;0;0;0
1754675172586;3;60;0;0;0;0
1754675172836;0;60;0;0;0;0
1754675173086;0;60;1;0;0;1
1754675173336;0;60;1;0;0;1
1754675173586;0;60;1;0;0;1
1754675173836;0;60;1;0;0;1
1754675174086;0;60;1;0;0;1
1754675174336;40;60;0;0;0;0
1754675174586;39;60;0;0;0;0
1754675174836;12;60;0;0;0;0
1754675175086;0;60;1;0;0;1
1754675175336;0;60;1;0;0;1
1754675175586;0;60;1;0;0;1
1754675175836;0;60;1;0;0;1
1754675176086;54;60;0;0;0;0
1754675176336;60;60;0;0;0;0
1754675176586;60;60;0;0;0;0
1754675176836;60;60;0;0;0;0
1754675177086;60;60;0;0;0;0
1754675177336;60;60;0;0;0;0
1754675177586;60;60;0;0;0;0
1754675177836;60;60;0;0;0;0
1754675178086;60;60;0;0;0;0
1754675178336;60;60;0;0;0;0
1754675178586;60;60;0;0;0;0
1754675178836;60;60;0;0;0;0
1754675179086;60;60;0;0;0;0
1754675179336;60;60;0;0;0;0
1754675179586;60;60;0;0;0;0
1754675179836;60;60;0;0;0;0
1754675180086;60;60;0;0;0;0
1754675180336;60;60;0;0;0;0
1754675180586;60;60;0;0;0;0
1754675180836;60;60;0;0;0;0
1754675181086;60;60;0;0;0;0
1754675181336;60;60;0;0;0;0
1754675181586;60;60;0;0;0;0
1754675181836;60;60;0;0;0;0
1754675182086;60;60;0;0;0;0
1754675182336;60;60;0;0;0;0
1754675182586;60;60;0;0;0;0
1754675182836;60;60;0;0;0;0
1754675183086;60;60;0;0;0;0
1754675183336;60;60;0;0;0;0
1754675183586;60;60;0;0;0;0
1754675183836;60;60;0;0;0;0
1754675184086;60;60;0;0;0;0
1754675184336;60;60;0;0;0;0
1754675184586;60;60;0;0;0;0
1754675184836;60;60;0;0;0;0
1754675185086;60;60;0;0;0;0
1754675185336;60;60;0;0;0;0
1754675185586;60;60;0;0;0;0
1754675185836;60;60;0;0;0;0
1754675186086;60;60;0;0;0;0
1754675186336;60;60;0;0;0;0
1754675186586;60;60;0;0;0;0
1754675186836;60;60;0;0;0;0
1754675187086;60;60;0;0;0;0
1754675187336;60;60;0;0;0;0
1754675187586;60;60;0;0;0;0
1754675187836;60;60;0;0;0;0
1754675188086;60;60;0;0;0;0
1754675188336;60;60;0;0;0;0
1754675188586;60;60;0;0;0;0
1754675188836;60;60;0;0;0;0
1754675189086;60;60;0;0;0;0
1754675189336;60;60;0;0;0;0
1754675189586;60;60;0;0;0;0
1754675189836;60;60;0;0;0;0
1754675190086;60;60;0;0;0;0
1754675190336;60;60;0;0;0;0
1754675190586;60;60;0;0;0;0
1754675190836;60;60;0;0;0;0
1754675191086;60;60;0;0;0;0
1754675191336;60;60;0;0;0;0
1754675191586;60;60;0;0;0;0
1754675191836;60;60;0;0;0;0
1754675192086;60;60;0;0;0;0
1754675192336;60;60;0;0;0;0
1754675192586;60;60;0;0;0;0
1754675192836;60;60;0;0;0;0
1754675193086;60;60;0;0;0;0
1754675193336;60;60;0;0;0;0
1754675193586;60;60;0;0;0;0
1754675193836;60;60;0;0;0;0
1754675194086;60;60;0;0;0;0
1754675194336;60;60;0;0;0;0
1754675194586;60;60;0;0;0;0
1754675194836;60;60;0;0;0;0
1754675195086;60;60;0;0;0;0
1754675195336;60;60;0;0;0;0
1754675195586;60;60;0;0;0;0
1754675195836;60;60;0;0;0;0
1754675196086;60;60;0;0;0;0
1754675196336;60;60;0;0;0;0
1754675196586;60;60;0;0;0;0
1754675196836;60;60;0;0;0;0
1754675197086;60;60;0;0;0;0
1754675197336;60;60;0;0;0;0
1754675197586;60;60;0;0;0;0
1754675197836;60;60;0;0;0;0
1754675198086;60;60;0;0;0;0
1754675198336;60;60;0;0;0;0
1754675198586;60;60;0;0;0;0
1754675198836;60;60;0;0;0;0
1754675199086;60;60;0;0;0;0
1754675199336;60;60;0;0;0;0
1754675199586;60;60;0;0;0;0
1754675199836;60;60;0;0;0;0
1754675200086;60;60;0;0;0;0
1754675200336;60;60;0;0;0;0
1754675200586;60;60;0;0;0;0
1754675200836;60;60;0;0;0;0
1754675201086;60;60;0;0;0;0
1754675201336;60;60;0;0;0;0
1754675201586;60;60;0;0;0;0
1754675201836;60;60;1;0;0;1
1754675202086;58;60;0;0;0;0
1754675202336;31;60;0;0;0;0
1754675202586;4;60;0;0;0;0
1754675202836;0;60;1;0;0;1
1754675203086;8;60;1;0;0;1
1754675203336;17;60;1;0;0;1
1754675203586;25;60;1;0;0;1
1754675203836;34;60;1;0;0;1
1754675204086;42;60;1;0;0;1
1754675204336;51;60;1;0;0;1
1754675204586;59;60;1;0;0;1
1754675204836;60;60;0;0;0;0
1754675205086;60;60;0;0;0;0
1754675205336;40;60;1;0;0;1
1754675205586;14;60;1;0;0;1
1754675205836;0;60;1;0;0;1
1754675206086;0;60;1;0;0;1
1754675206336;0;60;1;0;0;1
1754675206586;0;60;1;0;0;1
1754675206836;0;60;1;0;0;1
1754675207086;0;60;1;0;0;1
1754675207336;60;60;0;0;0;0
1754675207586;60;60;0;1;1;0
1754675207836;60;60;0;1;1;0
1754675208086;0;60;0;0;0;0
1754675208336;7;60;1;0;0;1
1754675208586;21;60;1;0;0;1
1754675208836;35;60;1;0;0;1
1754675209086;49;60;1;0;0;1
1754675209336;60;60;1;0;0;1
1754675209586;60;48;0;0;0;0
1754675209836;60;32;0;0;0;0
1754675210086;60;16;0;0;0;0
1754675210336;60;6;0;0;0;0
1754675210586;60;60;0;0;0;0
1754675210836;60;60;0;1;1;0
1754675211086;60;16;0;0;0;0
1754675211336;60;0;0;0;0;0
1754675211586;60;0;0;0;0;0
1754675211836;60;0;1;0;0;1
1754675212086;60;0;0;0;0;0
1754675212336;60;60;0;0;0;0
1754675212586;60;60;0;0;0;0
1754675212836;42;60;1;0;0;1
1754675213086;3;60;1;0;0;1
1754675213336;0;60;1;0;0;1
1754675213586;26;60;0;0;0;0
1754675213836;59;59;0;0;0;0
1754675214086;57;57;0;0;0;0
1754675214336;55;55;0;0;0;0
1754675214586;53;53;0;0;0;0
1754675214836;51;51;0;0;0;0
1754675215086;50;50;0;0;0;0
1754675215336;30;50;0;0;0;0
1754675215586;0;50;0;0;0;0
1754675215836;0;50;0;0;0;0
1754675216086;0;50;1;0;0;1
1754675216336;50;50;0;0;0;0
1754675216586;50;50;0;0;0;0
1754675216836;50;50;0;1;1;0
1754675217086;45;50;0;0;0;0
1754675217336;22;50;0;0;0;0
1754675217586;0;50;0;0;0;0
1754675217836;0;50;1;0;0;1
1754675218086;0;50;1;0;0;1
1754675218336;0;50;1;0;0;1
1754675218586;0;50;1;0;0;1
1754675218836;0;50;1;0;0;1
1754675219086;0;50;1;0;0;1
1754675219336;0;50;1;0;0;1
1754675219586;51;51;0;0;0;0
1754675219836;56;56;0;0;0;0
1754675220086;59;60;0;0;0;0
1754675220336;0;60;0;0;0;0
1754675220586;0;60;1;0;0;1
1754675220836;0;60;1;0;0;1
